name,country,difficulty,elevation (feet),elevation (meters),latitude,longitude,nearest major airport,year first climbed,continent
Volcan Maderas,nicaragua,walk up,4573,1394,11.45042,-85.5011,,,north america
Volcan Mombacho,nicaragua,walk up,4413,1345,,,augusto c. sandino in managua,,north america
Volcan Mountain,united states,walk up,5000,1524,33.164486,-116.620019,,,north america
Volcan Siete Orejas,guatemala,walk up,11056,3370,14.8,-91.58333,,,north america
Volcan Tecuamburro,guatemala,walk up,6398,1950,14.2,-90.4333,guatemala city,,north america
Volcan Zacate Grande,honduras,scramble,2100,640,13.33851,-87.627,,,north america
"Waas, Mount",united states,walk up,12331,3758,38.539134,-109.227718,salt lake city,,north america
Wachusett Mtn.,united states,walk up,2006,611,42.489,-71.887,,,north america
"Waddington, Mount",canada,basic snow/ice climb,13177,4016,51.3667,-125.233,vancouver british columbia,1936,north america
Wahpenayo Peak,united states,basic snow/ice climb,6231,1899,46.746919,-121.766839,,,north america
Walker Mountain,united states,,7080,2158,43.305128,-121.71669,eugene airport,,north america
Wallaby Peak,united states,scramble,7995,2437,48.506773,-120.615238,seattle-tacoma,1942,north america
Wallface Mountain,united states,technical climb,3727,1136,44.1378,-74.0369,albany,,north america
Warbonnet Peak,united states,technical climb,10250,3124,44.0833,-115.05,boise,1958,north america
Warner Peak,united states,walk up,8017,2444,42.4596,-119.74162,medford or,,north america
Warren,united states,walk up,13307,4056,39.6,-105.633,denver,,north america
Warrior Peak,united states,scramble,7300,2225,47.784067,-123.133521,seattle-tacoma,1945,north america
"Warspite, Mount",canada,scramble,9350,2850,50.6808,-115.216,calgary international airport,,north america
"Washburn, Mount",united states,walk up,10243,3122,44.7978,-110.434,jackson hole wy,,north america
"Washington, Mount",united states,walk up,6288,1917,44.2706,-71.3047,manchester new hampshire,1642,north america
"Washington, Mount",united states,technical climb,7794,2376,44.332229,-121.838593,portland,1923,north america
"Washington, Mount",united states,walk up,7221,2201,31.3333,-110.75,tucson az,,north america
"Washington, Mount",united states,scramble,6255,1907,47.531343,-123.246002,seattle-tacoma,,north america
"Washington, Mount",united states,walk up,4420,1347,47.426195,-121.700345,seattle-tacoma,,north america
Wassen Peak,united states,walk up,4687,1429,,,phoenix,,north america
"Watson, Mount",united states,scramble,11521,3511,40.6972,-110.978,salt lake city,,north america
"Waumbek, Mount",united states,walk up,4006,1221,44.4328,-71.4175,manchester,,north america
Weaver's Needle,united states,technical climb,4553,1388,33.4331,-111.37,phoenix az,1850,north america
"Wedge, The",canada,scramble,8700,2652,50.850391,-115.135174,calgary,,north america
"Weed, Mount",canada,scramble,10105,3080,51.791736,-116.527605,calgary,1936,north america
Wenatchee Mountain,united states,walk up,6742,2055,47.274075,-120.406208,seattle,,north america
West Mountain Pinnicle,united states,walk up,2189,667,,,airport,2000,north america
West Peak,united states,technical climb,7365,2245,47.723171,-123.3492,seattle-tacoma,1930,north america
West Spanish Peak,united states,walk up,13625,4153,37.3667,-104.983,pueblo/colorado springs,1600,north america
West Temple,united states,technical climb,7810,2380,37.210524,-113.020515,las vegas or salt lake city,1933,north america
Weston Peak,united states,walk up,13572,4137,39.1367,-106.163,denver,,north america
Wetterhorn Peak,united states,scramble,14015,4272,38.0606,-107.51,gunnison or durango,1906,north america
Whatcom Peak,united states,basic snow/ice climb,7574,2309,48.8575,-121.37448,seattle-tacoma,1936,north america
Wheeler Peak,united states,walk up,13161,4011,36.556941,-105.416901,santa fe new mexico,,north america
Wheeler Peak,united states,scramble,13063,3982,38.9861,-114.312,las vegas nevada,,north america
Wheeler Peak,united states,scramble,9115,2778,38.5167,-119.967,reno,,north america
Whillickers,united states,walk up,4508,1374,,,seattle,,north america
Whim Peak,united states,scramble,4800,1463,,,seattle,,north america
Whistler Mountain,united states,scramble,7790,2374,48.515414,-120.707605,seattle-tacoma,,north america
White Baldy,united states,walk up,11321,3451,40.5331,-111.681,salt lake city,,north america
White Butte,united states,walk up,3506,1069,46.386965,-103.302694,,,north america
White Cap Mountain,united states,walk up,3644,1111,45.55,-69.23,bangor me,,north america
White Chuck,united states,technical climb,6989,2130,48.208545,-121.417036,seattle-tacoma,1897,north america
White Mountain Peak,united states,walk up,14246,4342,37.6344,-118.255,reno nevada,,north america
White Prairie,united states,walk up,5040,1536,48.247415,-121.438672,seattle,,north america
White Princess,united states,basic snow/ice climb,9850,3002,63.42,-145.4205,fairbanks,,north america
White Pyramid,canada,basic snow/ice climb,10745,3275,51.835778,-116.695232,calgary,1939,north america
Whiteface Mountain,united states,walk up,4810,1466,44.3658,-73.9026,albany,,north america
"Whiteface, Mt",united states,walk up,4020,1225,43.9339,-71.4064,manchester nh,,north america
Whitehorse Mountain,united states,basic snow/ice climb,6840,2085,48.211033,-121.677747,seattle-tacoma,1909,north america
Whiteside Mountain,united states,walk up,4930,1503,35.0809,-83.1382,asheville,,north america
Whitetail Peak,united states,scramble,12548,3825,45.088913,-109.587549,billings mt,,north america
"Whitney, Mount",united states,walk up,14494,4418,36.578523,-118.292327,reno nevada los angeles california,1873,north america
"Whymper, Mount",canada,scramble,9331,2844,51.224142,-116.098537,calgary alberta,1901,north america
"Whyte, Mount",canada,scramble,9787,2983,51.408308,-116.271572,calgary international,1901,north america
"Wilbur, Mount",united states,technical climb,9321,2841,48.805676,-113.739395,kalispell montana,1923,north america
"Wilcox, Mount",canada,scramble,9462,2884,52.243884,-117.241459,edmonton,,north america
Willard Peak,united states,walk up,9763,2976,41.382968,-111.974545,salt lake city,,north america
"Williamson, Mount",united states,scramble,14370,4380,36.6561,-118.31,reno nevada  los angeles california,1884,north america
Wilson Peak,united states,scramble,14017,4272,37.8603,-107.984,telluride,,north america
"Wilson, Mount",united states,scramble,14246,4342,37.8392,-107.991,telluride,1874,north america
"Wilson, Mount",canada,technical climb,10699,3261,52.0192,-116.8005,calgary,1902,north america
"Winchell, Mount",united states,scramble,13775,4199,37.1033,-118.525,,1923,north america
Winchester Mountain,united states,walk up,6521,1988,48.956524,-121.643071,seattle-tacoma,1859,north america
Wind River Peak,united states,walk up,13192,4021,42.7085,-109.128,casper,1877,north america
Windom Peak,united states,walk up,14082,4292,37.6214,-107.591,durango,,north america
Windtower,canada,scramble,8848,2697,50.9883,-115.292,calgary international airport,,north america
"Wintour, Mount",canada,technical climb,8858,2700,50.695289,-115.080714,calgary,1968,north america
Wolverine Peak,united states,scramble,4491,1369,61.134899,-149.614653,ted stevens (anchorage),,north america
"Wolverine, Mount",united states,walk up,10795,3290,40.5853,-111.603,salt lake international,,north america
"Wood, Mount",canada,major mountain expedition,15886,4842,61.2327,-140.5119,whitehorse yukon,1941,north america
Woodall Mountain,united states,walk up,806,246,34.787745,-88.241625,,,north america
"Woodrow Wilson, Mount",united states,technical climb,13502,4115,43.166667,-109.652222,,1924,north america
"Woolley, Mount",canada,technical climb,11171,3405,52.297142,-117.426167,calgary,1925,north america
"Worthington, Mount",united states,scramble,6938,2115,47.837114,-123.099864,seattle-tacoma,,north america
"Wow, Mount",united states,scramble,6040,1841,46.772695,-121.898518,seattle-tacoma,,north america
"Wrangell, Mount",united states,major mountain expedition,14163,4317,62.0069,-144.016,anchorage alaska,1908,north america
Wright Peak,united states,walk up,4580,1396,44.151697,-73.979616,,,north america
"Wrightson, Mount",united states,walk up,9453,2881,31.6833,-110.833,tucson,,north america
Xitle,mexico,walk up,12251,3734,19.207457,-99.258068,mexico city international airport,,north america
Yainax Butte,united states,,7211,2198,42.326236,-121.269093,eugene airport,,north america
Yakima Peak,united states,scramble,6226,1898,46.873512,-121.522651,sea-tac,,north america
"Yale, Mount",united states,walk up,14196,4327,38.8442,-106.313,denver,1869,north america
"Yamnuska, Mount",canada,scramble,7349,2240,51.1236,-115.117,calgary international,,north america
Yamsay Mountain,united states,walk up,8196,2498,42.930725,-121.360817,,1962,north america
Ycatapom Peak,united states,scramble,7596,2315,41.0289,-122.794,redding,1925,north america
Yellowjacket Tower,united states,technical climb,4500,1372,47.535139,-120.7476,seattle,1948,north america
"Yoran, Mt",united states,scramble,7100,2164,43.563072,-122.134624,eugene oregon,,north america
"Ypsilon, Mount",united states,walk up,13514,4119,40.4569,-105.681,denver international,,north america
Zunil,guatemala,walk up,11621,3542,,,la aurora guatemala city,,north america
Achen Niyeu,argentina,walk up,5249,1600,-39.863701,-71.56477,chapelco airport,,south america
Aconcagua,argentina,major mountain expedition,22841,6962,-32.653359,-70.011234,mendoza argentina,1897,south america
Acotango,bolivia/chile,basic snow/ice climb,19856,6052,-18.383,-69.05,la paz,,south america
Adolfo Calle,argentina,scramble,13780,4200,-32.972614,-69.39953,aeropuerto de mendoza,,south america
Aguja De La S,argentina,major mountain expedition,7661,2335,-49.3,-73.05,,1968,south america
Aguja Saint Exupery,argentina,major mountain expedition,2680,817,-49.2833,-73.0333,rìo gallegos,1968,south america
Alma Negra,argentina,scramble,20046,6110,,,san juan mendoza,,south america
Almacenes,argentina,walk up,16732,5100,,,mendoza,,south america
Alpamayo,peru,basic snow/ice climb,19511,5947,-8.878203,-77.654371,lima peru,1951,south america
Alto de Lagunazo,venezuela,walk up,7694,2345,10.423394,-67.207441,internacional simón bolívar,,south america
Alto de Pozo Negro,venezuela,walk up,7238,2206,10.458272,-67.105136,internacional simón bolívar,,south america
"Alto Rio Blanco, Cerro",argentina,technical climb,17552,5350,-32.926932,-70.025063,mendoza,1908,south america
Ameghino,argentina,scramble,19587,5970,-32.628099,-69.977074,mendoza,,south america
Americo,peru,technical climb,17323,5280,,,lima,1988,south america
Ampato,peru,basic snow/ice climb,20630,6288,-15.816667,-71.883333,international airport rodríguez ballón,1966,south america
Ancohuma,bolivia,basic snow/ice climb,21095,6430,-15.85427,-68.541641,la paz bolivia,1915,south america
Antisana,ecuador,basic snow/ice climb,18874,5758,-0.481389,-78.1408,quito,,south america
Antisana,ecuador,technical climb,18,5,-0.481,-78.141,quito,1880,south america
Antuco,chile,basic snow/ice climb,9688,2953,,,,,south america
Artesonraju,peru,technical climb,19767,6025,-8.95,-77.633333,lima,1932,south america
Aucanquilcha,chile,walk up,20262,6176,-21.2167,-68.4667,calama,,south america
Ausangate,peru,basic snow/ice climb,20945,6384,-13.7881,-71.2308,cuzco peru,1953,south america
Ayangaik,guyana,technical climb,1378,420,6.083,-60.63,georgetown,1966,south america
Black Needles,brazil,scramble,9144,2787,,,rio de janeiro - rj,,south america
Blanco,argentina,scramble,16821,5127,-32.898847,-69.425957,el plumerillo,1943,south america
Bonita Rock (Pedra Bonita),brazil,walk up,2274,693,-22.9889,-43.2836,galeão-rio de janeiro,,south america
Bonpland,venezuela,scramble,16043,4890,8.54583,-71.0011,alberto carnevalli - mérida,1939,south america
Calbuco,chile,basic snow/ice climb,6611,2015,-41.329996,-72.617777,puerto montt,1859,south america
Caraz I,peru,basic snow/ice climb,19767,6025,,,lima,1955,south america
Cardenillo,venezuela,scramble,14678,4474,8.602607,-71.001079,mérida,1911,south america
Carihuairazo,ecuador,basic snow/ice climb,16496,5028,-1.407502,-78.751545,quito,,south america
Cayambe,ecuador,basic snow/ice climb,18996,5790,0.025105,-77.989197,quito ecuador,1880,south america
Cerro Azul,venezuela,walk up,5774,1760,9.977727,-68.606014,valencia airport,,south america
Cerro Belgrano,argentina,basic snow/ice climb,6250,1905,-29.0333,-67.8167,la rioja 90 km from chilecito,,south america
Cerro Blanco (Sand Dune),peru,walk up,6791,2070,-14.868,-74.838,nasca aerodrome,1992,south america
Cerro Bonete,argentina,,22546,6872,-28.0167,-68.7667,la rioja,,south america
Cerro Cerrón,venezuela,walk up,6778,2066,10.322604,-70.631018,barquisimeto,,south america
Cerro Champaqui,argentina,walk up,9449,2880,-31.986821,-64.936967,aeropuerto de cordoba,,south america
Cerro Chello Cunka,bolivia,basic snow/ice climb,17880,5450,,,la paz,2001,south america
Cerro Chello Cunka Este,bolivia,basic snow/ice climb,17716,5400,,,mostar and sarajevo,,south america
Cerro Chualluma,bolivia,basic snow/ice climb,17684,5390,,,la paz,2001,south america
Cerro Copey,venezuela,walk up,3150,960,10.9958,-63.9114,santiago mariño international - margarita island,,south america
Cerro Cuerno,argentina,basic snow/ice climb,17920,5462,-32.681005,-69.791758,mendoza / santiago de chile,,south america
Cerro de las Tortolas,chile/argentina,scramble,20200,6160,-29.928755,-69.910126,la serena chile,1952,south america
Cerro De Los Horcones,argentina,,17700,5395,,,mendoza??,,south america
Cerro Dollfus,chile,basic snow/ice climb,6201,1890,-39.830884,-71.807413,temuco,2003,south america
Cerro El Onoto,venezuela,walk up,2969,905,9.954395,-66.429734,simón bolívar. maiquetía,,south america
Cerro Khasiri,bolivia,basic snow/ice climb,17139,5224,-16.450572,-67.938149,el alto (bolivia),,south america
Cerro Kuchu,bolivia,scramble,16306,4970,,,la paz,2003,south america
Cerro Leñas,argentina,scramble,14275,4351,-35.0905,-70.0237,san rafael airport mendoza argentina,,south america
